human_id,mouse_name,mouse_id,human_name
ENSG00000252473,Gm25697,ENSMUSG00000064836,RF00272
ENSG00000252473,Gm26494,ENSMUSG00000065088,RF00272
ENSG00000252139,Scarna17,ENSMUSG00000088689,RF00283
ENSG00000252139,Gm25443,ENSMUSG00000089625,RF00283
ENSG00000200304,Gm25895,ENSMUSG00000065648,RNU6-1255P
ENSG00000200304,Gm25020,ENSMUSG00000094754,RNU6-1255P
ENSG00000212205,Gm26124,ENSMUSG00000065293,RF00019
ENSG00000222784,Gm22481,ENSMUSG00000084511,RN7SKP91
ENSG00000201324,Gm22345,ENSMUSG00000084593,RNU6-361P
ENSG00000207242,Gm22090,ENSMUSG00000088960,RNU6-1065P
ENSG00000252010,Gm25395,ENSMUSG00000087968,SCARNA5
ENSG00000252164,Gm23756,ENSMUSG00000088207,RNA5SP282
ENSG00000275616,Gm23849,ENSMUSG00000065767,RF00004
ENSG00000275616,Gm23472,ENSMUSG00000094050,RF00004
ENSG00000275616,Gm25360,ENSMUSG00000094655,RF00004
ENSG00000275616,Gm23444,ENSMUSG00000064856,RF00004
ENSG00000275616,Gm23971,ENSMUSG00000065251,RF00004
ENSG00000275616,Gm22973,ENSMUSG00000065232,RF00004
ENSG00000275616,Gm25939,ENSMUSG00000093843,RF00004
ENSG00000275616,Rnu2-10,ENSMUSG00000065944,RF00004
ENSG00000275616,Gm24950,ENSMUSG00000064702,RF00004
ENSG00000275616,Gm24497,ENSMUSG00000093956,RF00004
ENSG00000252956,n-R5s68,ENSMUSG00000084588,RNA5SP40
ENSG00000199824,Gm22746,ENSMUSG00000064428,RNU6-199P
ENSG00000221792,Gm22953,ENSMUSG00000080374,MIR1282
ENSG00000277460,Gm27680,ENSMUSG00000099219,RF02198
ENSG00000252562,Gm25494,ENSMUSG00000088768,RNU6-922P
ENSG00000199337,Gm25212,ENSMUSG00000096300,RNA5S3
ENSG00000202430,n-R5s67,ENSMUSG00000077524,RNA5SP88
ENSG00000276730,Gm27265,ENSMUSG00000099252,RF02275
ENSG00000276138,Gm23056,ENSMUSG00000064737,RF00026
ENSG00000202358,Gm26468,ENSMUSG00000089269,RNU6-652P
ENSG00000222796,Gm23641,ENSMUSG00000088482,RNU6-383P
ENSG00000222796,Gm22961,ENSMUSG00000088589,RNU6-383P
ENSG00000222796,Gm23589,ENSMUSG00000088285,RNU6-383P
ENSG00000252535,n-R5s158,ENSMUSG00000077283,RNA5SP254
ENSG00000278391,Gm28000,ENSMUSG00000098393,RF01518
ENSG00000278391,Gm27679,ENSMUSG00000098373,RF01518
ENSG00000278391,Gm27940,ENSMUSG00000099208,RF01518
ENSG00000207072,Gm23144,ENSMUSG00000093831,RNU6-39P
ENSG00000273767,Gm27884,ENSMUSG00000099232,RF02219
ENSG00000274721,Gm27804,ENSMUSG00000099157,RF02039
ENSG00000201662,Gm22279,ENSMUSG00000087825,RNU6-60P
ENSG00000201662,Gm23940,ENSMUSG00000075908,RNU6-60P
ENSG00000272337,Gm22808,ENSMUSG00000064670,RNU6-90P
ENSG00000275266,Gm27483,ENSMUSG00000099143,RF01972
ENSG00000239175,Gm23197,ENSMUSG00000089434,RNU6-1218P
ENSG00000201136,Gm23186,ENSMUSG00000096200,RNU6-353P
ENSG00000274915,Gm22842,ENSMUSG00000088334,RF00635
ENSG00000212297,Gm22019,ENSMUSG00000077547,RNU6-821P
ENSG00000273966,Gm28000,ENSMUSG00000098393,RF01518
ENSG00000273966,Gm27679,ENSMUSG00000098373,RF01518
ENSG00000273966,Gm27940,ENSMUSG00000099208,RF01518
ENSG00000199396,Gm25018,ENSMUSG00000094751,RNA5S5
ENSG00000199396,n-R5s103,ENSMUSG00000095249,RNA5S5
ENSG00000199396,n-R5s146,ENSMUSG00000096170,RNA5S5
ENSG00000199977,Gm22053,ENSMUSG00000065328,RF00045
ENSG00000199977,Gm25162,ENSMUSG00000089531,RF00045
ENSG00000199977,Gm24948,ENSMUSG00000064800,RF00045
ENSG00000199977,Gm25962,ENSMUSG00000087798,RF00045
ENSG00000202027,Gm24877,ENSMUSG00000089404,RF00019
ENSG00000207292,Gm26168,ENSMUSG00000065721,RF00019
ENSG00000201882,Scarna9,ENSMUSG00000077506,RF00493
ENSG00000239152,Gm25164,ENSMUSG00000089533,RNA5SP310
ENSG00000281859,Gm22980,ENSMUSG00000064542,SNORD38B
ENSG00000273537,Gm27404,ENSMUSG00000099117,RF01986
ENSG00000238908,n-R5s70,ENSMUSG00000084599,RNA5SP484
ENSG00000212604,Gm22554,ENSMUSG00000088423,RF00554
ENSG00000212604,Gm23278,ENSMUSG00000088536,RF00554
ENSG00000212604,Gm24262,ENSMUSG00000088056,RF00554
ENSG00000212604,Gm24963,ENSMUSG00000088541,RF00554
ENSG00000212604,Gm22988,ENSMUSG00000084708,RF00554
ENSG00000212604,Gm25383,ENSMUSG00000088435,RF00554
ENSG00000212604,Gm24475,ENSMUSG00000088060,RF00554
ENSG00000212604,Gm25113,ENSMUSG00000087810,RF00554
ENSG00000212604,Gm24130,ENSMUSG00000089161,RF00554
ENSG00000212604,Gm24780,ENSMUSG00000088260,RF00554
ENSG00000212604,Gm25117,ENSMUSG00000087819,RF00554
ENSG00000212604,Gm23339,ENSMUSG00000089587,RF00554
ENSG00000212604,Gm23168,ENSMUSG00000087781,RF00554
ENSG00000212604,Gm25771,ENSMUSG00000089190,RF00554
ENSG00000212604,Gm22315,ENSMUSG00000088635,RF00554
ENSG00000212604,Gm22210,ENSMUSG00000088726,RF00554
ENSG00000212604,Gm24727,ENSMUSG00000088856,RF00554
ENSG00000212604,Gm23993,ENSMUSG00000088103,RF00554
ENSG00000212604,Gm23598,ENSMUSG00000087887,RF00554
ENSG00000212604,Gm23716,ENSMUSG00000087973,RF00554
ENSG00000212604,Gm26036,ENSMUSG00000088774,RF00554
ENSG00000212604,Gm25291,ENSMUSG00000084744,RF00554
ENSG00000212604,Gm23343,ENSMUSG00000089589,RF00554
ENSG00000212604,Gm22890,ENSMUSG00000089267,RF00554
ENSG00000212604,Gm23546,ENSMUSG00000088836,RF00554
ENSG00000212604,Gm24288,ENSMUSG00000088255,RF00554
ENSG00000212604,Gm24879,ENSMUSG00000089011,RF00554
ENSG00000212604,Gm24782,ENSMUSG00000088266,RF00554
ENSG00000212604,Gm25569,ENSMUSG00000087800,RF00554
ENSG00000212604,Gm23123,ENSMUSG00000088273,RF00554
ENSG00000202296,Gm25873,ENSMUSG00000094605,RNU6-1335P
ENSG00000207445,Snord15b,ENSMUSG00000064966,SNORD15B
ENSG00000221023,Gm23879,ENSMUSG00000080524,RNU6ATAC19P
ENSG00000201403,Snord14a,ENSMUSG00000064741,SNORD14B
ENSG00000274917,n-R5-8s1,ENSMUSG00000065922,RNA5-8SN5
ENSG00000274917,Gm24601,ENSMUSG00000088595,RNA5-8SN5
ENSG00000206926,Gm25879,ENSMUSG00000077518,RNU6-1024P
ENSG00000223282,Gm25057,ENSMUSG00000087991,RN7SKP165
ENSG00000201707,Gm25834,ENSMUSG00000089541,RNU6-818P
ENSG00000206618,Gm22019,ENSMUSG00000077547,RNU6-1264P
ENSG00000212195,Rnu3b3,ENSMUSG00000104856,RF00012
ENSG00000212195,Rnu3b1,ENSMUSG00000105025,RF00012
ENSG00000212195,Rnu3b2,ENSMUSG00000098925,RF00012
ENSG00000212195,Rnu3b4,ENSMUSG00000098641,RF00012
ENSG00000200897,Gm26224,ENSMUSG00000064440,RF00284
ENSG00000201909,Gm25457,ENSMUSG00000093879,RNU6-590P
ENSG00000201909,Gm23462,ENSMUSG00000065198,RNU6-590P
ENSG00000252386,Gm26206,ENSMUSG00000064842,RNU6-1018P
ENSG00000252036,Gm25318,ENSMUSG00000084503,RN7SKP288
ENSG00000252036,Gm22390,ENSMUSG00000088213,RN7SKP288
ENSG00000201086,n-R5s174,ENSMUSG00000084587,RNA5SP394
ENSG00000223179,Gm22212,ENSMUSG00000088721,RNU6-373P
ENSG00000278287,Gm27747,ENSMUSG00000098914,RF02109
ENSG00000253085,Gm26347,ENSMUSG00000088151,RF00564
ENSG00000275146,Gm24339,ENSMUSG00000077394,RF00494
ENSG00000207160,Gm24499,ENSMUSG00000089071,RNU6-1289P
ENSG00000206593,Gm24655,ENSMUSG00000094033,RNU6-47P
ENSG00000201129,Gm24608,ENSMUSG00000077569,SNORA58B
ENSG00000252029,n-R5s158,ENSMUSG00000077283,RNA5SP253
ENSG00000206765,Gm23975,ENSMUSG00000064619,RNU6-203P
ENSG00000206765,Gm23002,ENSMUSG00000094026,RNU6-203P
ENSG00000222522,Gm26164,ENSMUSG00000065727,RNU6-519P
ENSG00000222522,Gm24164,ENSMUSG00000070173,RNU6-519P
ENSG00000278406,Gm27330,ENSMUSG00000098249,RF01981
ENSG00000206937,Gm22362,ENSMUSG00000065036,SNORA70B
ENSG00000200250,Gm26064,ENSMUSG00000065315,RNU6-1147P
ENSG00000199964,Rny3,ENSMUSG00000064945,RF00019
ENSG00000206615,Gm23898,ENSMUSG00000088736,RNU6-338P
ENSG00000276680,Gm27741,ENSMUSG00000098635,RF02143
ENSG00000275305,Gm25555,ENSMUSG00000088703,RNA5SP528
ENSG00000209702,Gm25506,ENSMUSG00000077527,SNORD41
ENSG00000251834,Gm24131,ENSMUSG00000089164,RNU6-319P
ENSG00000201704,Gm22816,ENSMUSG00000088075,RNA5SP396
ENSG00000222774,Gm26045,ENSMUSG00000088487,RN7SKP121
ENSG00000281394,Gm22897,ENSMUSG00000105400,SCARNA4
ENSG00000281394,Gm25058,ENSMUSG00000087990,SCARNA4
ENSG00000281394,Gm23370,ENSMUSG00000106307,SCARNA4
ENSG00000281394,Gm26039,ENSMUSG00000088777,SCARNA4
ENSG00000281394,Gm26413,ENSMUSG00000105120,SCARNA4
ENSG00000281394,Gm25820,ENSMUSG00000105448,SCARNA4
ENSG00000281394,Gm25825,ENSMUSG00000087716,SCARNA4
ENSG00000281394,Gm22813,ENSMUSG00000105886,SCARNA4
ENSG00000206680,Snord21,ENSMUSG00000064453,SNORD21
ENSG00000212391,Gm22554,ENSMUSG00000088423,RF00554
ENSG00000212391,Gm23278,ENSMUSG00000088536,RF00554
ENSG00000212391,Gm24262,ENSMUSG00000088056,RF00554
ENSG00000212391,Gm24963,ENSMUSG00000088541,RF00554
ENSG00000212391,Gm22988,ENSMUSG00000084708,RF00554
ENSG00000212391,Gm25383,ENSMUSG00000088435,RF00554
ENSG00000212391,Gm24475,ENSMUSG00000088060,RF00554
ENSG00000212391,Gm25113,ENSMUSG00000087810,RF00554
ENSG00000212391,Gm24130,ENSMUSG00000089161,RF00554
ENSG00000212391,Gm24780,ENSMUSG00000088260,RF00554
ENSG00000212391,Gm25117,ENSMUSG00000087819,RF00554
ENSG00000212391,Gm23339,ENSMUSG00000089587,RF00554
ENSG00000212391,Gm23168,ENSMUSG00000087781,RF00554
ENSG00000212391,Gm25771,ENSMUSG00000089190,RF00554
ENSG00000212391,Gm22315,ENSMUSG00000088635,RF00554
ENSG00000212391,Gm22210,ENSMUSG00000088726,RF00554
ENSG00000212391,Gm24727,ENSMUSG00000088856,RF00554
ENSG00000212391,Gm23993,ENSMUSG00000088103,RF00554
ENSG00000212391,Gm23598,ENSMUSG00000087887,RF00554
ENSG00000212391,Gm23716,ENSMUSG00000087973,RF00554
ENSG00000212391,Gm26036,ENSMUSG00000088774,RF00554
ENSG00000212391,Gm25291,ENSMUSG00000084744,RF00554
ENSG00000212391,Gm23343,ENSMUSG00000089589,RF00554
ENSG00000212391,Gm22890,ENSMUSG00000089267,RF00554
ENSG00000212391,Gm23546,ENSMUSG00000088836,RF00554
ENSG00000212391,Gm24288,ENSMUSG00000088255,RF00554
ENSG00000212391,Gm24879,ENSMUSG00000089011,RF00554
ENSG00000212391,Gm24782,ENSMUSG00000088266,RF00554
ENSG00000212391,Gm25569,ENSMUSG00000087800,RF00554
ENSG00000212391,Gm23123,ENSMUSG00000088273,RF00554
ENSG00000252236,Gm24233,ENSMUSG00000077505,RF00568
ENSG00000252236,Gm22786,ENSMUSG00000077274,RF00568
ENSG00000252236,Gm24729,ENSMUSG00000088850,RF00568
ENSG00000202427,Gm24116,ENSMUSG00000077163,RNU6-744P
ENSG00000200867,Gm26023,ENSMUSG00000084671,RN7SKP36
ENSG00000276048,Gm27275,ENSMUSG00000098323,RF02250
ENSG00000207244,Gm22362,ENSMUSG00000065036,RF00156
ENSG00000206909,Gm22362,ENSMUSG00000065036,SNORA70J
ENSG00000199282,Gm24438,ENSMUSG00000088518,RF00411
ENSG00000252211,Gm23071,ENSMUSG00000088867,RNA5SP473
ENSG00000276528,Gm27867,ENSMUSG00000098537,RF01975
ENSG00000222765,Gm25572,ENSMUSG00000088152,RNU2-40P
ENSG00000252294,Gm24776,ENSMUSG00000088268,RNU6-589P
ENSG00000198888,mt-Nd1,ENSMUSG00000064341,MT-ND1
ENSG00000198763,mt-Nd2,ENSMUSG00000064345,MT-ND2
ENSG00000198804,mt-Co1,ENSMUSG00000064351,MT-CO1
ENSG00000198712,mt-Co2,ENSMUSG00000064354,MT-CO2
ENSG00000206965,Gm22295,ENSMUSG00000065245,RNU6-5P
ENSG00000228253,mt-Atp8,ENSMUSG00000064356,MT-ATP8
ENSG00000198899,mt-Atp6,ENSMUSG00000064357,MT-ATP6
ENSG00000252927,n-R5s188,ENSMUSG00000084595,RNA5SP404
ENSG00000198938,mt-Co3,ENSMUSG00000064358,MT-CO3
ENSG00000273544,Gm22840,ENSMUSG00000089069,SNORA44
ENSG00000273544,Snora44,ENSMUSG00000064604,SNORA44
ENSG00000273544,Gm22622,ENSMUSG00000094183,SNORA44
ENSG00000273544,Gm22300,ENSMUSG00000064595,SNORA44
ENSG00000273544,Gm22723,ENSMUSG00000095176,SNORA44
ENSG00000198840,mt-Nd3,ENSMUSG00000064360,MT-ND3
ENSG00000212907,mt-Nd4l,ENSMUSG00000065947,MT-ND4L
ENSG00000200336,n-R5s173,ENSMUSG00000064554,RNA5SP333
ENSG00000200253,Gm25186,ENSMUSG00000065843,RNU6-529P
ENSG00000198886,mt-Nd4,ENSMUSG00000064363,MT-ND4
ENSG00000276345,Mrpl23,ENSMUSG00000037772,AC004556.1
ENSG00000207475,Gm25945,ENSMUSG00000084433,SNORA80E
ENSG00000278274,Gm26173,ENSMUSG00000089041,SNORA61
ENSG00000278274,Gm22213,ENSMUSG00000088189,SNORA61
ENSG00000278274,Gm22830,ENSMUSG00000065706,SNORA61
ENSG00000278274,Gm27931,ENSMUSG00000098908,SNORA61
ENSG00000278274,Gm24900,ENSMUSG00000088753,SNORA61
ENSG00000278274,Gm23443,ENSMUSG00000064850,SNORA61
ENSG00000278274,Gm25612,ENSMUSG00000077202,SNORA61
ENSG00000278274,Gm25105,ENSMUSG00000084426,SNORA61
ENSG00000278274,Gm24944,ENSMUSG00000088955,SNORA61
ENSG00000278274,Gm23836,ENSMUSG00000077622,SNORA61
ENSG00000278274,Gm24237,ENSMUSG00000088415,SNORA61
ENSG00000278274,Gm23514,ENSMUSG00000064761,SNORA61
ENSG00000278274,Gm22304,ENSMUSG00000064622,SNORA61
ENSG00000278274,Gm22986,ENSMUSG00000084702,SNORA61
ENSG00000278274,Gm26090,ENSMUSG00000088522,SNORA61
ENSG00000198786,mt-Nd5,ENSMUSG00000064367,MT-ND5
ENSG00000252950,Gm23799,ENSMUSG00000093300,RNA5SP490
ENSG00000198695,mt-Nd6,ENSMUSG00000064368,MT-ND6
ENSG00000212475,Gm24735,ENSMUSG00000089484,RNU6-400P
ENSG00000275646,Gm27301,ENSMUSG00000098614,RF02174
ENSG00000198727,mt-Cytb,ENSMUSG00000064370,MT-CYB
ENSG00000206835,Gm23737,ENSMUSG00000064481,RNU1-74P
ENSG00000276094,Gm25116,ENSMUSG00000087816,RF00156
ENSG00000276094,Gm22603,ENSMUSG00000088228,RF00156
ENSG00000276105,Gm27389,ENSMUSG00000098859,RF01947
ENSG00000201348,Gm26163,ENSMUSG00000065726,RNU105B
ENSG00000281780,Gm26457,ENSMUSG00000105060,RF00134
ENSG00000283372,Gm23500,ENSMUSG00000088360,RF00026
ENSG00000283372,Gm24724,ENSMUSG00000088855,RF00026
ENSG00000274520,Gm27435,ENSMUSG00000098775,RF02246
ENSG00000201512,Gm23925,ENSMUSG00000064405,SNORA71C
ENSG00000212550,Gm23054,ENSMUSG00000064738,RNU1-78P
ENSG00000212550,Gm23518,ENSMUSG00000064769,RNU1-78P
ENSG00000201898,Gm23960,ENSMUSG00000087831,RF00139
ENSG00000201898,Gm23758,ENSMUSG00000088979,RF00139
ENSG00000201898,Gm24523,ENSMUSG00000065899,RF00139
ENSG00000201898,Gm24061,ENSMUSG00000088114,RF00139
ENSG00000252486,Gm26124,ENSMUSG00000065293,RF00019
ENSG00000251866,Gm23386,ENSMUSG00000089210,SCARNA21B
ENSG00000251866,Gm24644,ENSMUSG00000087739,SCARNA21B
ENSG00000221363,Gm23226,ENSMUSG00000080577,RNU6ATAC20P
ENSG00000207046,Gm22950,ENSMUSG00000095636,RNU6-886P
ENSG00000252307,n-R5s158,ENSMUSG00000077283,RNA5SP153
ENSG00000200575,Gm25132,ENSMUSG00000064586,RNU6-414P
ENSG00000252757,Zakit,ENSMUSG00000088302,RN7SKP96
ENSG00000207260,Gm22509,ENSMUSG00000064709,RNU6-35P
ENSG00000200869,Gm23975,ENSMUSG00000064619,RNU6-457P
ENSG00000200869,Gm23002,ENSMUSG00000094026,RNU6-457P
ENSG00000212389,Gm22540,ENSMUSG00000088793,RNU6-1275P
ENSG00000252460,Gm22321,ENSMUSG00000087777,RNU6-635P
ENSG00000275994,Gm24918,ENSMUSG00000064956,SNORA24
ENSG00000275994,Gm23482,ENSMUSG00000077360,SNORA24
ENSG00000275994,Gm24252,ENSMUSG00000065634,SNORA24
ENSG00000275994,Gm23012,ENSMUSG00000077337,SNORA24
ENSG00000275994,Gm24338,ENSMUSG00000077393,SNORA24
ENSG00000201945,Gm22362,ENSMUSG00000065036,RF00156
ENSG00000206899,Gm23512,ENSMUSG00000095972,RNU6-36P
ENSG00000206899,Gm22822,ENSMUSG00000094713,RNU6-36P
ENSG00000201654,Gm23095,ENSMUSG00000065380,RNU6-7
ENSG00000278072,Gm27587,ENSMUSG00000098665,RF01879
ENSG00000283575,Gm23712,ENSMUSG00000095112,RF00026
ENSG00000252105,Gm25938,ENSMUSG00000077327,RNU1-143P
ENSG00000252105,Gm25481,ENSMUSG00000065155,RNU1-143P
ENSG00000252105,Gm24788,ENSMUSG00000077471,RNU1-143P
ENSG00000252105,Gm24192,ENSMUSG00000088603,RNU1-143P
ENSG00000252105,Gm24014,ENSMUSG00000088353,RNU1-143P
ENSG00000252105,Gm24720,ENSMUSG00000088143,RNU1-143P
ENSG00000252105,Gm22945,ENSMUSG00000089182,RNU1-143P
ENSG00000252105,Gm23980,ENSMUSG00000087760,RNU1-143P
ENSG00000252105,Gm23827,ENSMUSG00000087741,RNU1-143P
ENSG00000252105,Gm25728,ENSMUSG00000077713,RNU1-143P
ENSG00000199506,Gm24708,ENSMUSG00000064745,RNU6-247P
ENSG00000251935,Gm23743,ENSMUSG00000088014,RN7SKP179
ENSG00000251935,Gm27500,ENSMUSG00000098385,RN7SKP179
ENSG00000275634,Gm27572,ENSMUSG00000098836,RF02160
ENSG00000278421,Gm27798,ENSMUSG00000098603,RF02119
ENSG00000222361,Gm25049,ENSMUSG00000089222,RNU6-1186P
ENSG00000201355,n-R5s123,ENSMUSG00000095652,RNA5S14
ENSG00000221059,Gm23226,ENSMUSG00000080577,RNU6ATAC6P
ENSG00000209482,Gm22077,ENSMUSG00000088219,SNORD83A
ENSG00000252458,Gm22661,ENSMUSG00000077380,RF00263
ENSG00000252458,Gm23877,ENSMUSG00000089007,RF00263
ENSG00000252458,Gm22331,ENSMUSG00000088691,RF00263
ENSG00000251756,Gm24238,ENSMUSG00000088417,RNA5SP385
ENSG00000252021,Gm25283,ENSMUSG00000087897,RF00019
ENSG00000201241,Gm23056,ENSMUSG00000064737,RNU6-978P
ENSG00000199691,Gm25580,ENSMUSG00000065343,RN7SKP173
ENSG00000200494,Rny3,ENSMUSG00000064945,RF00019
ENSG00000221803,Gm23839,ENSMUSG00000080607,SNORD23
ENSG00000221803,Snord23,ENSMUSG00000080478,SNORD23
ENSG00000212329,Gm22019,ENSMUSG00000077547,RNU6-316P
ENSG00000242818,Gm27853,ENSMUSG00000098477,RN7SL846P
ENSG00000239899,Gm22701,ENSMUSG00000093112,RN7SL674P
ENSG00000202182,Rny3,ENSMUSG00000064945,RF00019
ENSG00000252747,Gm23198,ENSMUSG00000089436,RNA5SP364
ENSG00000276229,Gm27610,ENSMUSG00000099317,RF02248
ENSG00000274847,Tekt4,ENSMUSG00000024175,MAFIP
ENSG00000249020,Mir3068,ENSMUSG00000064938,SNORA58
ENSG00000251773,Gm24878,ENSMUSG00000089407,RNU6-1129P
ENSG00000212396,n-R5s150,ENSMUSG00000084654,RNA5SP323
ENSG00000199477,Snora31,ENSMUSG00000065147,SNORA31
ENSG00000212620,Gm22972,ENSMUSG00000065231,RF00072
ENSG00000212620,Gm22338,ENSMUSG00000088340,RF00072
ENSG00000206727,Snord116l8,ENSMUSG00000095458,SNORD116-9
ENSG00000206727,Gm22128,ENSMUSG00000095100,SNORD116-9
ENSG00000206727,Gm25157,ENSMUSG00000094060,SNORD116-9
ENSG00000206727,Gm26032,ENSMUSG00000095155,SNORD116-9
ENSG00000206727,Gm25816,ENSMUSG00000096148,SNORD116-9
ENSG00000206727,Gm25210,ENSMUSG00000096302,SNORD116-9
ENSG00000206727,Gm23862,ENSMUSG00000093929,SNORD116-9
ENSG00000206727,Snord116l3,ENSMUSG00000094599,SNORD116-9
ENSG00000206727,Snord116l12,ENSMUSG00000094274,SNORD116-9
ENSG00000206727,Gm23767,ENSMUSG00000095734,SNORD116-9
ENSG00000206727,Gm26504,ENSMUSG00000096019,SNORD116-9
ENSG00000206727,Snord116l7,ENSMUSG00000096313,SNORD116-9
ENSG00000206727,Gm24760,ENSMUSG00000094923,SNORD116-9
ENSG00000206727,Gm23446,ENSMUSG00000094218,SNORD116-9
ENSG00000206727,Snord116l16,ENSMUSG00000095374,SNORD116-9
ENSG00000206727,Gm24618,ENSMUSG00000095542,SNORD116-9
ENSG00000206727,Gm22584,ENSMUSG00000096231,SNORD116-9
ENSG00000206727,Snord116l1,ENSMUSG00000096475,SNORD116-9
ENSG00000206727,Gm25474,ENSMUSG00000094831,SNORD116-9
ENSG00000206727,Gm24609,ENSMUSG00000094236,SNORD116-9
ENSG00000206727,Gm22046,ENSMUSG00000094994,SNORD116-9
ENSG00000206727,Gm22812,ENSMUSG00000096462,SNORD116-9
ENSG00000206727,Gm22863,ENSMUSG00000096660,SNORD116-9
ENSG00000206727,Snord116l14,ENSMUSG00000094389,SNORD116-9
ENSG00000206727,Snord116l17,ENSMUSG00000093974,SNORD116-9
ENSG00000206727,Gm26502,ENSMUSG00000096017,SNORD116-9
ENSG00000206727,Gm22941,ENSMUSG00000095639,SNORD116-9
ENSG00000206727,Gm24153,ENSMUSG00000096159,SNORD116-9
ENSG00000206727,Gm22258,ENSMUSG00000096868,SNORD116-9
ENSG00000206727,Snord116l9,ENSMUSG00000096634,SNORD116-9
ENSG00000206727,Gm26332,ENSMUSG00000096095,SNORD116-9
ENSG00000206727,Snord116l6,ENSMUSG00000096190,SNORD116-9
ENSG00000206727,Snord116l4,ENSMUSG00000093971,SNORD116-9
ENSG00000206727,Gm23619,ENSMUSG00000093802,SNORD116-9
ENSG00000206727,Gm25597,ENSMUSG00000096845,SNORD116-9
ENSG00000206727,Gm22851,ENSMUSG00000095045,SNORD116-9
ENSG00000206727,Gm22047,ENSMUSG00000094997,SNORD116-9
ENSG00000206727,Snord116l2,ENSMUSG00000096759,SNORD116-9
ENSG00000206727,Gm23265,ENSMUSG00000094150,SNORD116-9
ENSG00000206727,Gm22631,ENSMUSG00000093869,SNORD116-9
ENSG00000206727,Gm23089,ENSMUSG00000096502,SNORD116-9
